instance_id,agent_a,agent_b,action_levenshtein,n_steps_diff,n_edits_diff,n_searches_diff,n_opens_diff,n_runs_diff,n_nav_diff,edit_retries_diff,edit_retry_rate_diff,n_files_opened_diff,n_files_edited_diff,n_steps_absdiff,n_edits_absdiff,n_searches_absdiff,n_opens_absdiff,n_runs_absdiff,n_nav_absdiff,edit_retries_absdiff,edit_retry_rate_absdiff,n_files_opened_absdiff,n_files_edited_absdiff,action_seq_a,action_seq_b
django__django-16379,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.5,8.0,5.0,1.0,1.0,0.0,0.0,5.0,0.7142857142857143,0.0,0.0,8.0,5.0,1.0,1.0,0.0,0.0,5.0,0.7142857142857143,0.0,0.0,OTHER OPEN EDIT RUN OTHER OPEN SEARCH EDIT OTHER SUBMIT,OTHER OPEN EDIT CREATE EDIT RUN OTHER SUBMIT
django__django-16527,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.8076923076923077,-40.0,-28.0,0.0,-2.0,-7.0,0.0,-20.0,-0.6896551724137931,-2.0,0.0,40.0,28.0,0.0,2.0,7.0,0.0,20.0,0.6896551724137931,2.0,0.0,OTHER OPEN EDIT OTHER RUN SUBMIT,OTHER OPEN EDIT OTHER OPEN CREATE EDIT RUN OTHER RUN CREATE EDIT OTHER RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT OTHER
django__django-16873,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.8163265306122449,-41.0,-21.0,-2.0,-4.0,-15.0,0.0,-5.0,0.08333333333333331,-2.0,0.0,41.0,21.0,2.0,4.0,15.0,0.0,5.0,0.08333333333333331,2.0,0.0,OTHER OPEN SEARCH NAV EDIT OTHER CREATE EDIT RUN OTHER RUN SUBMIT,OTHER SEARCH OPEN OTHER OPEN SEARCH NAV EDIT RUN SEARCH OPEN CREATE EDIT OTHER RUN OPEN EDIT OPEN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN OTHER
psf__requests-2317,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OPEN SEARCH NAV EDIT CREATE EDIT RUN OTHER SUBMIT,OTHER OPEN SEARCH NAV EDIT CREATE EDIT RUN OTHER SUBMIT
pydata__xarray-5131,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.5384615384615384,-2.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,OTHER OPEN SEARCH NAV SEARCH NAV EDIT CREATE EDIT RUN SUBMIT,CREATE EDIT RUN SEARCH OPEN SEARCH NAV SEARCH NAV EDIT RUN OTHER SUBMIT
pytest-dev__pytest-11143,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.5714285714285714,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.6,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,3.0,0.6,0.0,0.0,OTHER OPEN EDIT CREATE EDIT OTHER SUBMIT,CREATE EDIT OTHER OPEN EDIT OTHER SUBMIT
pytest-dev__pytest-5227,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.5,6.0,-1.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,OTHER OPEN EDIT OTHER SUBMIT,SEARCH OPEN EDIT CREATE EDIT RUN OTHER SUBMIT
pytest-dev__pytest-7373,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.4,6.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0357142857142857,1.0,0.0,6.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0357142857142857,1.0,0.0,CREATE EDIT CREATE EDIT OTHER OPEN OTHER OPEN EDIT NAV EDIT OTHER OPEN EDIT SUBMIT,CREATE EDIT CREATE EDIT OTHER OPEN EDIT OTHER SUBMIT
scikit-learn__scikit-learn-13496,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.2,8.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,OTHER OPEN NAV EDIT OTHER OPEN NAV EDIT OTHER SUBMIT,SEARCH OPEN NAV EDIT OTHER OPEN EDIT OTHER SUBMIT
scikit-learn__scikit-learn-13779,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.1111111111111111,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CREATE EDIT RUN OTHER OPEN EDIT RUN SUBMIT,CREATE EDIT RUN OTHER OPEN EDIT RUN OTHER SUBMIT
scikit-learn__scikit-learn-14087,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.5517241379310345,-14.0,-7.0,0.0,0.0,-7.0,2.0,0.0,0.0,0.0,0.0,14.0,7.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,0.0,CREATE EDIT RUN OPEN NAV EDIT RUN NAV EDIT RUN EDIT RUN EDIT RUN SUBMIT,CREATE EDIT RUN OTHER OPEN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN OTHER SUBMIT
scikit-learn__scikit-learn-14894,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.5,-14.0,-11.0,1.0,0.0,-6.0,1.0,-4.0,-0.25,0.0,0.0,14.0,11.0,1.0,0.0,6.0,1.0,4.0,0.25,0.0,0.0,CREATE EDIT RUN OTHER OPEN SEARCH NAV EDIT RUN EDIT RUN EDIT RUN EDIT RUN SUBMIT,CREATE EDIT RUN OTHER OPEN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT OTHER SUBMIT
scikit-learn__scikit-learn-15535,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.7297297297297297,45.0,31.0,0.0,1.0,12.0,2.0,19.0,0.5757575757575758,1.0,2.0,45.0,31.0,0.0,1.0,12.0,2.0,19.0,0.5757575757575758,1.0,2.0,CREATE EDIT RUN OTHER OPEN OTHER OPEN NAV EDIT RUN OTHER EDIT RUN NAV EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN OTHER,CREATE EDIT RUN OTHER OPEN OTHER OPEN EDIT RUN OTHER SUBMIT
sympy__sympy-13480,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.1111111111111111,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CREATE EDIT RUN OTHER OPEN EDIT RUN SUBMIT,CREATE EDIT RUN OTHER OPEN EDIT RUN OTHER SUBMIT
sympy__sympy-13647,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.8571428571428571,71.0,7.0,18.0,16.0,5.0,13.0,0.0,0.0,5.0,0.0,71.0,7.0,18.0,16.0,5.0,13.0,0.0,0.0,5.0,0.0,CREATE EDIT RUN OTHER OPEN SEARCH OPEN SEARCH OPEN NAV SEARCH NAV OTHER OPEN SEARCH NAV SEARCH OPEN SEARCH OPEN SEARCH NAV SEARCH OPEN SEARCH OTHER OPEN SEARCH NAV SEARCH NAV SEARCH OPEN NAV SEARCH CREATE EDIT RUN OPEN NAV SEARCH NAV SEARCH NAV SEARCH OPEN NAV SEARCH OPEN EDIT RUN OPEN NAV EDIT OPEN EDIT RUN OPEN EDIT OTHER OPEN NAV EDIT OTHER RUN EDIT RUN EDIT RUN OTHER,CREATE EDIT RUN SEARCH OPEN SEARCH NAV EDIT RUN OTHER SUBMIT
sympy__sympy-14774,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.125,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CREATE EDIT RUN OPEN EDIT RUN SUBMIT,CREATE EDIT RUN OPEN EDIT RUN OTHER SUBMIT
sympy__sympy-15678,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.64,-20.0,-12.0,0.0,0.0,-4.0,-3.0,-5.0,0.05555555555555558,0.0,1.0,20.0,12.0,0.0,0.0,4.0,3.0,5.0,0.05555555555555558,0.0,1.0,CREATE EDIT RUN OPEN NAV EDIT CREATE EDIT RUN SUBMIT,CREATE EDIT RUN OTHER OPEN EDIT RUN EDIT RUN EDIT RUN EDIT NAV EDIT NAV EDIT NAV EDIT NAV EDIT RUN EDIT RUN OTHER SUBMIT
sympy__sympy-20154,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.38461538461538464,-3.0,0.0,0.0,0.0,-2.0,0.0,1.0,0.25,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.25,0.0,0.0,OTHER OPEN SEARCH NAV EDIT CREATE EDIT RUN SUBMIT,CREATE EDIT RUN OTHER OPEN SEARCH NAV EDIT RUN EDIT RUN OTHER SUBMIT
sympy__sympy-20212,Claude 3.5 Sonnet (SWE-agent),GPT-4o (SWE-agent),0.4,9.0,1.0,1.0,4.0,0.0,-2.0,1.0,0.3333333333333333,1.0,0.0,9.0,1.0,1.0,4.0,0.0,2.0,1.0,0.3333333333333333,1.0,0.0,CREATE EDIT RUN OTHER OPEN SEARCH OPEN SEARCH OPEN SEARCH OPEN EDIT OPEN RUN SUBMIT,CREATE EDIT RUN OTHER SEARCH OPEN SEARCH NAV EDIT RUN OTHER SUBMIT
astropy__astropy-14995,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.3076923076923077,8.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,5.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,CREATE EDIT RUN OTHER OPEN SEARCH OPEN SEARCH NAV EDIT RUN OTHER SUBMIT,CREATE EDIT RUN OTHER OPEN EDIT RUN OTHER SUBMIT
django__django-11039,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.4444444444444444,20.0,22.0,0.0,0.0,-1.0,1.0,22.0,0.42307692307692313,0.0,0.0,20.0,22.0,0.0,0.0,1.0,1.0,22.0,0.42307692307692313,0.0,0.0,SEARCH OPEN EDIT OPEN NAV EDIT OTHER,SEARCH OPEN EDIT OPEN EDIT RUN OTHER CREATE OTHER
django__django-11099,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.4,6.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0357142857142857,0.0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0357142857142857,0.0,0.0,OTHER OPEN EDIT CREATE EDIT RUN EDIT RUN CREATE EDIT RUN CREATE EDIT RUN SUBMIT,OTHER OPEN EDIT CREATE EDIT RUN EDIT RUN OTHER SUBMIT
django__django-11133,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.07692307692307693,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CREATE EDIT RUN EDIT RUN SEARCH OPEN SEARCH NAV EDIT RUN OTHER SUBMIT,CREATE EDIT RUN EDIT RUN OTHER OPEN SEARCH NAV EDIT RUN OTHER SUBMIT
django__django-12453,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.8775510204081632,-55.0,-16.0,0.0,-8.0,-13.0,3.0,-7.0,-0.3684210526315789,-6.0,0.0,55.0,16.0,0.0,8.0,13.0,3.0,7.0,0.3684210526315789,6.0,0.0,OTHER OPEN NAV EDIT NAV EDIT NAV EDIT SUBMIT,OTHER OPEN EDIT NAV EDIT CREATE EDIT RUN OTHER RUN CREATE EDIT OTHER RUN CREATE EDIT OPEN EDIT RUN EDIT OPEN EDIT RUN OPEN EDIT RUN OPEN CREATE RUN OTHER OPEN EDIT RUN CREATE EDIT RUN OTHER RUN OTHER OPEN OTHER OPEN EDIT RUN OTHER OPEN OTHER RUN OTHER
django__django-12983,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.1,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,CREATE EDIT RUN SEARCH OPEN NAV EDIT RUN OTHER SUBMIT,CREATE EDIT RUN SEARCH OPEN EDIT RUN OTHER SUBMIT
django__django-13447,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.6,-12.0,0.0,-1.0,-1.0,-2.0,0.0,2.0,0.2857142857142857,-1.0,0.0,12.0,0.0,1.0,1.0,2.0,0.0,2.0,0.2857142857142857,1.0,0.0,SEARCH OPEN SEARCH NAV EDIT SUBMIT,OTHER OPEN SEARCH OTHER OPEN SEARCH NAV EDIT CREATE EDIT RUN EDIT RUN OTHER SUBMIT
django__django-13658,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.782608695652174,-16.0,-6.0,-2.0,-2.0,-5.0,1.0,0.0,0.0,-1.0,-1.0,16.0,6.0,2.0,2.0,5.0,1.0,0.0,0.0,1.0,1.0,SEARCH OPEN NAV EDIT SUBMIT,SEARCH OPEN SEARCH NAV SEARCH NAV EDIT CREATE EDIT RUN OPEN EDIT RUN EDIT OPEN EDIT RUN EDIT RUN EDIT RUN OTHER SUBMIT
django__django-14238,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.15,6.0,-1.0,0.0,0.0,1.0,6.0,-2.0,-0.23214285714285715,0.0,0.0,6.0,1.0,0.0,0.0,1.0,6.0,2.0,0.23214285714285715,0.0,0.0,CREATE EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN SEARCH OPEN NAV SEARCH NAV EDIT RUN OTHER SUBMIT,CREATE EDIT RUN EDIT RUN EDIT RUN EDIT RUN SEARCH OPEN SEARCH NAV EDIT RUN OTHER SUBMIT
django__django-14382,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.2727272727272727,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,OTHER OPEN EDIT CREATE EDIT RUN OTHER RUN EDIT RUN SUBMIT,OTHER OPEN EDIT CREATE EDIT RUN OTHER SUBMIT
django__django-14855,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.47368421052631576,-39.0,-25.0,-1.0,-5.0,-3.0,0.0,-22.0,-0.33516483516483514,-2.0,0.0,39.0,25.0,1.0,5.0,3.0,0.0,22.0,0.33516483516483514,2.0,0.0,OTHER OPEN SEARCH NAV EDIT CREATE EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN OTHER SUBMIT,OTHER OPEN SEARCH NAV EDIT SEARCH OPEN EDIT RUN OTHER RUN CREATE EDIT OTHER RUN CREATE EDIT OPEN EDIT RUN EDIT OPEN EDIT RUN CREATE EDIT RUN OPEN CREATE EDIT RUN CREATE EDIT OPEN EDIT RUN EDIT OTHER
django__django-14999,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.6,-52.0,0.0,1.0,-1.0,-1.0,0.0,1.0,0.5,-1.0,0.0,52.0,0.0,1.0,1.0,1.0,0.0,1.0,0.5,1.0,0.0,SEARCH OPEN SEARCH NAV EDIT SUBMIT,OTHER OPEN SEARCH NAV EDIT OTHER OPEN EDIT RUN OTHER
django__django-15347,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CREATE EDIT RUN OTHER OPEN EDIT RUN OTHER SUBMIT,CREATE EDIT RUN OTHER OPEN EDIT RUN OTHER SUBMIT
django__django-16046,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.35714285714285715,6.0,3.0,0.0,2.0,1.0,0.0,2.0,0.17857142857142855,1.0,0.0,6.0,3.0,0.0,2.0,1.0,0.0,2.0,0.17857142857142855,1.0,0.0,OTHER OPEN CREATE EDIT RUN EDIT RUN OPEN EDIT OPEN EDIT RUN OTHER SUBMIT,OTHER OPEN EDIT CREATE EDIT RUN EDIT RUN OTHER SUBMIT
django__django-16139,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.8888888888888888,-56.0,-36.0,0.0,0.0,-19.0,0.0,-17.0,-0.4594594594594595,0.0,0.0,56.0,36.0,0.0,0.0,19.0,0.0,17.0,0.4594594594594595,0.0,0.0,SEARCH OPEN SEARCH NAV EDIT SUBMIT,SEARCH OPEN SEARCH NAV EDIT CREATE EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN OTHER
django__django-16255,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.5,-2.0,-1.0,1.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,OTHER OPEN SEARCH NAV EDIT SUBMIT,OTHER OPEN EDIT CREATE EDIT RUN OTHER SUBMIT
django__django-16379,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.2,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,OTHER OPEN EDIT CREATE EDIT RUN EDIT RUN OTHER SUBMIT,OTHER OPEN EDIT CREATE EDIT RUN OTHER SUBMIT
django__django-16527,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.8846153846153846,-43.0,-27.0,0.0,-2.0,-8.0,0.0,-19.0,-0.18965517241379315,-2.0,0.0,43.0,27.0,0.0,2.0,8.0,0.0,19.0,0.18965517241379315,2.0,0.0,OTHER OPEN EDIT SUBMIT,OTHER OPEN EDIT OTHER OPEN CREATE EDIT RUN OTHER RUN CREATE EDIT OTHER RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT OTHER
django__django-16595,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.6428571428571429,-31.0,-33.0,2.0,2.0,-1.0,0.0,-32.0,-0.49473684210526314,1.0,0.0,31.0,33.0,2.0,2.0,1.0,0.0,32.0,0.49473684210526314,1.0,0.0,CREATE EDIT SEARCH OPEN EDIT RUN OPEN SEARCH OPEN NAV EDIT RUN OTHER SUBMIT,CREATE EDIT RUN OTHER OPEN OTHER OPEN NAV EDIT RUN EDIT RUN EDIT OTHER
django__django-16873,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.5102040816326531,-22.0,-6.0,-3.0,-3.0,-7.0,0.0,0.0,0.08333333333333331,-1.0,1.0,22.0,6.0,3.0,3.0,7.0,0.0,0.0,0.08333333333333331,1.0,1.0,CREATE EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN OTHER OPEN SEARCH NAV EDIT RUN EDIT OPEN EDIT RUN EDIT RUN EDIT OTHER,OTHER SEARCH OPEN OTHER OPEN SEARCH NAV EDIT RUN SEARCH OPEN CREATE EDIT OTHER RUN OPEN EDIT OPEN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN OTHER
mwaskom__seaborn-3010,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.18181818181818182,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.19999999999999996,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.19999999999999996,0.0,0.0,CREATE EDIT RUN SEARCH OPEN EDIT RUN OTHER SUBMIT,CREATE EDIT RUN EDIT RUN SEARCH OPEN EDIT RUN OTHER SUBMIT
psf__requests-2317,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,OTHER OPEN SEARCH NAV EDIT CREATE EDIT RUN OTHER SUBMIT,OTHER OPEN SEARCH NAV EDIT CREATE EDIT RUN OTHER SUBMIT
pytest-dev__pytest-11143,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.46153846153846156,5.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,CREATE EDIT RUN OTHER OPEN SEARCH NAV EDIT RUN EDIT RUN OTHER SUBMIT,CREATE EDIT OTHER OPEN EDIT OTHER SUBMIT
pytest-dev__pytest-5227,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.375,2.0,4.0,0.0,1.0,-1.0,0.0,4.0,0.6666666666666666,1.0,0.0,2.0,4.0,0.0,1.0,1.0,0.0,4.0,0.6666666666666666,1.0,0.0,SEARCH OPEN EDIT OPEN EDIT SUBMIT,SEARCH OPEN EDIT CREATE EDIT RUN OTHER SUBMIT
pytest-dev__pytest-5692,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.16666666666666666,-35.0,-35.0,-1.0,-1.0,0.0,3.0,-35.0,-0.9459459459459459,0.0,0.0,35.0,35.0,1.0,1.0,0.0,3.0,35.0,0.9459459459459459,0.0,0.0,OTHER OPEN SEARCH NAV EDIT CREATE EDIT RUN OTHER SUBMIT,OTHER SEARCH OPEN SEARCH NAV EDIT CREATE EDIT RUN OPEN OTHER SUBMIT
scikit-learn__scikit-learn-14894,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.4642857142857143,-7.0,-2.0,0.0,1.0,-6.0,0.0,5.0,0.3928571428571429,0.0,0.0,7.0,2.0,0.0,1.0,6.0,0.0,5.0,0.3928571428571429,0.0,0.0,CREATE EDIT RUN OTHER OPEN EDIT RUN EDIT RUN OPEN EDIT RUN EDIT RUN OTHER SUBMIT,CREATE EDIT RUN OTHER OPEN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT RUN EDIT OTHER SUBMIT
scikit-learn__scikit-learn-15535,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.35714285714285715,6.0,2.0,2.0,1.0,0.0,5.0,2.0,0.5,0.0,0.0,6.0,2.0,2.0,1.0,0.0,5.0,2.0,0.5,0.0,0.0,CREATE EDIT RUN OPEN SEARCH NAV OPEN SEARCH NAV OPEN EDIT RUN OTHER SUBMIT,CREATE EDIT RUN OTHER OPEN OTHER OPEN EDIT RUN OTHER SUBMIT
sympy__sympy-13480,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.1111111111111111,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CREATE EDIT RUN OPEN EDIT RUN OTHER SUBMIT,CREATE EDIT RUN OTHER OPEN EDIT RUN OTHER SUBMIT
sympy__sympy-13647,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.09090909090909091,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CREATE EDIT RUN SEARCH OPEN NAV EDIT RUN OTHER SUBMIT,CREATE EDIT RUN SEARCH OPEN SEARCH NAV EDIT RUN OTHER SUBMIT
sympy__sympy-14774,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.1111111111111111,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,CREATE EDIT RUN OTHER OPEN EDIT RUN OTHER SUBMIT,CREATE EDIT RUN OPEN EDIT RUN OTHER SUBMIT
sympy__sympy-24152,GPT-4 (SWE-agent),GPT-4o (SWE-agent),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CREATE EDIT RUN OTHER OPEN SEARCH NAV EDIT RUN OTHER SUBMIT,CREATE EDIT RUN OTHER OPEN SEARCH NAV EDIT RUN OTHER SUBMIT
